Plot_ID;Latitude;Longitude;Elevation;Category7;Category10;AcousticDiversity;AcousticEveness;BioAcoustic;SoundscapeSaturation;EntropyOfVarianceSpectrum;AcousticComplexity;TemporalEntropy;EventsPerSecond;Aburria_aburri;Accipiter_bicolor;Amazilia_amabilis;Amazilia_franciae;Amazilia_rosenbergi;Amazilia_tzacatl;Amazona_autumnalis;Amazona_farinosa;Amblycercus_holosericeus;Ampelioides_tschudii;Anabacerthia_variegaticeps;Androdon_aequatorialis;Anthracothorax_nigricollis;Ara_ambiguus;Ara_severus;Aramides_wolfi;Arremon_aurantiirostris;Arremonops_conirostris;Neochelidon_tibialis;Attila_spadiceus;Attila_torridus;Aulacorhynchus_haematopygus;Automolus_ochrolaemus;Hyloctistes_subulatus;Baryphthengus_martii;Bubulcus_ibis;Buteo_brachyurus;Buteo_nitidus;Cacicus_cela;Cacicus_uropygialis;Campephilus_gayaquilensis;Campephilus_haematogaster;Camptostoma_obsoletum;Campylorhamphus_pusillus;Campylorhamphus_trochilirostris;Campylorhynchus_zonatus;Thryothorus_leucopogon;Thryothorus_nigricapillus;Capito_squamatus;Capsiempis_flaveola;Wilsonia_canadensis;Catharus_ustulatus;Celeus_loricatus;Cephalopterus_penduliger;Pipra_mentalis;Cercomacra_tyrannina;Chaetura_cinereiventris;Chaetura_spinicaudus;Chlorophanes_spiza;Chlorophonia_flavirostris;Chlorospingus_canigularis;Chlorospingus_flavigularis;Chlorospingus_flavovirens;Chlorothraupis_olivacea;Chlorothraupis_stolzmanni;Chondrohierax_uncinatus;Chrysothlypis_salmoni;Strix_nigrolineata;Strix_virgata;Claravis_pretiosa;Automolus_rubiginosus;Cnipodectes_subbrunneus;Coereba_flaveola;Colaptes_rubiginosus;Colonia_colonus;Columbina_buckleyi;Conopias_albovittatus;Contopus_cooperi;Contopus_sordidulus;Contopus_virens;Coragyps_atratus;Cranioleuca_erythrops;Crax_rubra;Crotophaga_ani;Leucopternis_plumbeus;Xenopipo_holochlora;Crypturellus_berlepschi;Crypturellus_soui;Cyanerpes_caeruleus;Cyanocompsa_cyanoides;Cymbilaimus_lineatus;Cyphorhinus_phaeocephalus;Dacnis_berlepschi;Dacnis_cayana;Dacnis_lineata;Dacnis_venusta;Damophila_julie;Dendrocincla_fuliginosa;Dendrocolaptes_sanctithomae;Dives_warszewiczi;Dryocopus_lineatus;Dysithamnus_mentalis;Dysithamnus_puncticeps;Elaenia_flavogaster;Elanoides_forficatus;Electron_platyrhynchum;Empidonax_alnorum;Empidonax_virescens;Epinecrophylla_fulviventris;Eubucco_bourcierii;Terenura_callinota;Euphonia_fulvicrissa;Euphonia_laniirostris;Euphonia_minuta;Euphonia_saturata;Euphonia_xanthogaster;Eutoxeres_aquila;Falco_rufigularis;Florisuga_mellivora;Fluvicola_nengeta;Formicarius_nigricapillus;Forpus_coelestis;Furnarius_leucopus;Galbula_ruficauda;Gallinula_chloropus;Geothlypis_semiflava;Geotrygon_montana;Geotrygon_saphirina;Geranospiza_caerulescens;Glaucidium_peruanum;Glaucis_aeneus;Glyphorynchus_spirurus;Grallaria_guatimalensis;Gymnopithys_leucaspis;Myrmeciza_immaculata;Harpagus_bidentatus;Heliodoxa_jacula;Heliomaster_longirostris;Heliothryx_barroti;Hemithraupis_guira;Henicorhina_leucosticta;Herpetotheres_cachinnans;Heterospingus_xanthopygius;Hylopezus_perspicillatus;Hylophylax_naevioides;Icterus_mesomelas;Ictinia_plumbea;Jacamerops_aureus;Laterallus_albigularis;Legatus_leucophaius;Lepidocolaptes_souleyetii;Lepidothrix_coronata;Leptodon_cayanensis;Leptopogon_superciliaris;Leptotila_pallida;Leptotila_verreauxi;Geotrygon_veraguensis;Leucopternis_semiplumbeus;Lipaugus_unirufus;Lophotriccus_pileatus;Malacoptila_panamensis;Manacus_manacus;Masius_chrysopterus;Megaceryle_torquata;Megarynchus_pitangua;Megascops_guatemalae;Melanerpes_pucherani;Micrastur_plumbeus;Micrastur_ruficollis;Micrastur_semitorquatus;Microbates_cinereiventris;Microcerculus_marginatus;Micromonacha_lanceolata;Microrhopias_quixensis;Mionectes_oleagineus;Mionectes_olivaceus;Mitrephanes_phaeocercus;Mitrospingus_cassinii;Molothrus_bonariensis;Momotus_momota;Leucopternis_princeps;Myiarchus_tuberculifer;Myiobius_atricaudus;Myiobius_sulphureipygius;Myiodynastes_maculatus;Myiopagis_caniceps;Myiopagis_subplacens;Myiopagis_viridicata;Myiophobus_fasciatus;Myiornis_atricapillus;Basileuterus_chrysogaster;Phaeothlypis_fulvicauda;Myiotriccus_ornatus;Myiozetetes_cayanensis;Myiozetetes_granadensis;Myiozetetes_similis;Myrmotherula_axillaris;Myrmotherula_ignota;Myrmotherula_pacifica;Myrmotherula_schisticolor;Neomorphus_radiolosus;Notharchus_hyperrhynchus;Notharchus_pectoralis;Notharchus_tectus;Nyctibius_griseus;Nyctidromus_albicollis;Nyctiphrynus_rosenbergi;Nystalus_radiatus;Odontophorus_erythrops;Odontorchilus_branickii;Ornithion_brunneicapillus;Ortalis_erythroptera;Pachyramphus_albogriseus;Pachyramphus_cinnamomeus;Pachyramphus_homochrous;Pachyramphus_spodiurus;Hylophilus_decurtatus;Panyptila_cayennensis;Passer_domesticus;Patagioenas_cayennensis;Patagioenas_goodsoni;Patagioenas_speciosa;Patagioenas_subvinacea;Penelope_ortoni;Penelope_purpurascens;Phaenostictus_mcleannani;Phaethornis_striigularis;Phaethornis_yaruqui;Phyllomyias_griseiceps;Piaya_cayana;Piculus_litae;Picumnus_olivaceus;Pionus_chalcopterus;Pionus_menstruus;Piranga_rubra;Pittasoma_rufopileatum;Platyrinchus_coronatus;Platyrinchus_mystaceus;Myrmeciza_exsul;Polioptila_plumbea;Polioptila_schistaceigula;Porphyrio_martinica;Premnoplex_brunnescens;Progne_chalybea;Psarocolius_wagleri;Aratinga_erythrogenys;Pteroglossus_torquatus;Pulsatrix_perspicillata;Pygochelidon_cyanoleuca;Pyrilia_pulchra;Pyrocephalus_rubinus;Pyrrhura_melanura;Querula_purpurata;Ramphastos_ambiguus;Ramphastos_brevis;Ramphocaenus_melanurus;Ramphocelus_flammigerus;Rhynchocyclus_pacificus;Rhynchortyx_cinctus;Rhytipterna_holerythra;Rostrhamus_sociabilis;Buteo_magnirostris;Saltator_atripennis;Saltator_grossus;Saltator_maximus;Sapayoa_aenigma;Schiffornis_turdina;Sclerurus_guatemalensis;Sclerurus_mexicanus;Scytalopus_chocoensis;Parula_pitiayumi;Myrmeciza_berlepschi;Myrmeciza_nigricauda;Sirystes_albogriseus;Sittasomus_griseicapillus;Carduelis_xanthogastra;Spizaetus_ornatus;Spizaetus_tyrannus;Oryzoborus_angolensis;Sporophila_corvina;Oryzoborus_crassirostris;Oryzoborus_funereus;Sporophila_nigricollis;Stelgidopteryx_ruficollis;Streptoprocne_zonaris;Synallaxis_brachyura;Tachyphonus_delatrii;Tachyphonus_luctuosus;Tachyphonus_rufus;Tangara_cyanicollis;Tangara_florida;Tangara_gyrola;Tangara_icterocephala;Tangara_johannae;Tangara_larvata;Tangara_lavinia;Tangara_palmeri;Tapera_naevia;Taraba_major;Terenotriccus_erythrurus;Tersina_viridis;Thalurania_colombica;Thamnistes_anabatinus;Thamnophilus_atrinucha;Thraupis_episcopus;Thraupis_palmarum;Threnetes_ruckeri;Tiaris_obscurus;Tiaris_olivaceus;Tinamus_major;Tityra_inquisitor;Tityra_semifasciata;Todirostrum_cinereum;Todirostrum_nigriceps;Tolmomyias_assimilis;Touit_dilectissimus;Troglodytes_aedon;Trogon_caligatus;Trogon_chionurus;Trogon_collaris;Trogon_comptus;Trogon_massena;Trogon_rufus;Hylophilus_ochraceiceps;Turdus_assimilis;Turdus_maculirostris;Turdus_obsoletus;Tyrannulus_elatus;Tyrannus_melancholicus;Tyrannus_niveigularis;Vanellus_chilensis;Veniliornis_callonotus;Veniliornis_kirkii;Vireo_olivaceus;Vireolanius_leucotis;Volatinia_jacarina;Xenerpestes_minlosi;Xenops_minutus;Xenops_rutilans;Xiphorhynchus_erythropygius;Xiphorhynchus_lachrymosus;Zimmerius_albigularis;Zimmerius_chrysops;Zonotrichia_capensis
CA61;0,534000993;-79,18769603;293;Cacao;F_Caca;5,186626934;0,439231257;167,3254395;0,600571405;0,444795715;0,443745881;0,07661134;0,624091642;3;0;0;0;0;2;2;5;0;0;0;0;0;0;0;0;2;1;1;2;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;3;0;0;0;9;1;0;0;0;0;0;0;0;4;2;1;5;0;1;5;2;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;2;0;3;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;2;0;1;0;0;0;3;1;0;0;0;0;0;0;0;0;2;0;0;1;3;15;0;0;0;2;0;3;0;0;2;0;9;0;0;0;0;2;0;1;2;0;0;1;0;0;0;4;0;0;1;0;0;1;0;0;0;3;2;7;0;1;0;1;7;0;0;0;0;0;0;0;0;2;7;0;1;0;0;3;0;0;6;1;0;1;2;0;8;0;2;0;0;1;1;1;0;0;2;12;1;0;0;0;5;1;0;0;0;0;0;0;1;0;3;0;0;0;1;8;0;0;23;0;3;0;0;0;1;1;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;3;2;0;0;0;2;1;0;2;1;0;3;0;0;3;7;5;4;0;0;1;0;0;3;1;0;0;7;5;1;0;2;0;0;0;0;3;0;10;2;0;0;0;2;1;0;0;0;1;0;0;3;5;0;0
CA62;0,511048995;-79,212168;372;Cacao;F_Caca;5,150530162;0,461055468;150,3710391;0,594220843;0,496989101;0,442722132;0,109876027;1,432955109;0;0;0;0;1;2;0;2;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;2;0;0;4;0;1;0;0;5;0;0;0;0;0;0;0;8;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;3;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;0;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;1;0;0;0;2;4;0;0;0;1;0;2;0;0;4;0;4;0;0;0;1;3;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;1;1;0;0;0;9;1;4;0;0;9;0;0;0;0;0;0;3;0;0;0;0;4;0;0;2;1;0;8;0;0;0;9;0;9;0;0;0;0;3;1;0;0;1;0;0;1;0;0;2;2;6;0;0;0;0;0;0;0;0;11;0;0;6;0;3;1;0;27;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;3;0;1;0;0;3;0;0;0;0;0;1;0;0;0;12;9;0;0;0;0;0;0;5;2;1;0;3;0;1;0;1;0;0;0;0;5;0;5;13;4;0;0;3;1;0;2;0;0;0;0;0;1;0;0
CA63;0,544072017;-79,14537496;240;Cacao;F_Caca;5,168242985;0,445852399;135,8824312;0,569241478;0,438832349;0,439515553;0,102534624;0,962441096;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;3;0;0;7;0;0;0;0;6;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;14;0;0;0;0;0;0;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;4;0;0;2;0;1;2;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;6;0;1;0;0;1;0;3;0;0;0;4;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;4;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;2;0;1;0;0;1;0;0;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0
CA64;0,543443961;-79,15454602;256;Cacao;F_Caca;5,186983454;0,446029293;196,9388703;0,62528919;0,401341359;0,46271404;0,123657123;0,979123264;0;0;0;0;3;1;2;1;0;0;0;0;0;0;0;0;0;0;10;6;0;0;0;0;4;0;0;1;0;3;1;0;8;0;1;3;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;2;1;0;0;0;4;0;0;0;12;1;0;0;0;0;2;3;1;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;6;0;4;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;8;0;6;0;0;3;0;4;0;0;0;0;4;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;26;1;2;0;0;8;0;0;0;0;0;0;0;0;0;8;0;0;1;0;2;0;0;2;0;0;0;0;0;4;0;0;0;0;3;10;0;0;3;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;0;0;0;0;17;0;0;27;0;2;0;1;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;7;0;0;0;0;0;5;0;0;0;0;13;2;3;0;0;0;0;0;0;1;13;5;0;0;0;1;0;0;13;0;1;0;3;0;0;0;0;0;0;0;0;3;0;22;1;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0
OGZ04;0,409508;-79,253342;160;OG_M;A_Old;5,154506652;0,466715695;370,6441043;0,729602632;0,433870283;0,440084064;0,038960588;0,957130456;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;5;0;0;1;0;1;2;1;0;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;0;1;1;0;0;0;1;1;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;5;0;1;0;2;0;0;0;0;0;1;0;0;0;0;3;1;7;3;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;1;0;0;0;1;0;0;7;6;0;0;0;15;0;4;0;0;8;1;4;0;0;6;0;4;0;1;0;4;0;1;0;9;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;1;5;4;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;2;1;1;0;0;1;0;1;0;1;0;0;0;0;1;3;0;0;0;7;0;0;0;0;4;1;3;10;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;3;0;1;0;0;1;1;1;0;0;0;0;1;0;0;6;2;1;0;0;0;0;1;1;0;1;0;2;1;0;0;0;0;0;0;0;8;1;0;4;0;0;0;1;2;1;1;0;1;1;0;0;0;0;0
OGZ09;0,395029;-79,25339;170;OG_M;A_Old;5,212150501;0,431237732;244,5543288;0,633533296;0,479267394;0,431166862;0,028804686;0,752759177;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;8;3;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;5;0;0;0;3;2;2;0;0;2;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;4;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
OGZ10;0,433639;-79,235779;165;OG_M;A_Old;5,198501186;0,43580552;357,0446583;0,776749384;0,453501523;0,43775491;0,041873139;0,755719866;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;9;0;0;0;0;0;0;0;2;1;0;0;1;0;1;0;0;0;1;0;1;0;0;2;0;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;4;0;0;0;4;2;4;2;1;0;0;0;1;0;0;3;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;7;1;2;0;0;12;0;7;0;0;1;0;0;0;1;0;3;3;0;3;2;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;5;0;0;0;1;0;1;0;0;0;0;12;1;0;0;1;0;1;2;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;1;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;2;0;0;0;1;0;1;0;2;0;0;0;1;0;0;0;5;0;0;2;0;0;1;0;0;1;2;1;1;0;0;1;0;1;0;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0;1;1;1;2;1;0;0
OGZ13;0,423632;-79,261471;145;OG_M;A_Old;5,190047633;0,441057923;355,3624656;0,786311558;0,558957198;0,438024092;0,03832922;1,030555556;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;2;0;0;1;3;0;2;5;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;5;2;9;0;0;7;0;6;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;5;1;0;0;1;1;1;0;0;0;1;11;1;0;0;0;0;0;0;2;0;0;0;0;0;7;1;1;0;5;0;1;0;0;0;0;3;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;2;3;3;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0
OGZ20;0,461047;-79,1438;172;OG_M;A_Old;5,230548264;0,408346123;435,4315596;0,840923491;0,454080344;0,438438312;0,041551097;0,870588418;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;2;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;1;0;1;3;0;0;0;18;0;0;0;1;1;0;0;2;0;10;1;0;0;0;1;0;2;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;7;1;1;0;0;9;0;8;0;0;1;0;1;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;2;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;1;0;3;1;0;0;0;4;0;0;0;0;6;1;0;0;0;0;9;0;1;0;0;0;0;0;3;0;0;1;0;0;1;4;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;4;1;1;4;0;0;0;0;0;0;2;1;0;0;3;1;2;0;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;0;0
OGZ21;0,377547;-79,155161;170;OG_M;A_Old;5,236903316;0,411992106;422,6668169;0,864002046;0,548493772;0,453277936;0,047887667;1,902551463;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;4;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0
OGZ22;0,466516;-79,098848;180;OG_M;A_Old;5,210437781;0,424652695;370,0212575;0,799038842;0,503329859;0,444055565;0,051697682;1,084316096;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;0;0;0;0;3;0;6;0;0;0;0;3;0;0;0;2;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;0
OGZ23;0,456369;-79,114619;180;OG_M;A_Old;5,195745957;0,437608535;443,0342141;0,825717018;0,518638889;0,443775579;0,046701625;1,246906002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;2;3;0;0;4;0;2;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;3;0;0;0;3;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
OGZ25;0,456803;-79,13897;180;OG_M;A_Old;5,21139803;0,430826978;492,1381646;0,823181152;0,504139397;0,437774181;0,043775956;1,139037698;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;1;0;0;1;0;0;1;9;0;1;0;0;1;0;5;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;6;0;3;0;0;12;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;2;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;2;0;0;1;1;0;5;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;0;0;4;0;0;0;0;1;0;3;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;2;0;0;1;2;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
