"","Latitude","Longitude","Elevation","Category7","Category10","AcousticDiversity","AcousticEveness","BioAcoustic","SoundscapeSaturation","EntropyOfVarianceSpectrum","AcousticComplexity","TemporalEntropy","EventsPerSecond","Aburria_aburri","Accipiter_bicolor","Amazilia_amabilis","Amazilia_franciae","Amazilia_rosenbergi","Amazilia_tzacatl","Amazona_autumnalis","Amazona_farinosa","Amblycercus_holosericeus","Ampelioides_tschudii","Anabacerthia_variegaticeps","Androdon_aequatorialis","Anthracothorax_nigricollis","Ara_ambiguus","Ara_severus","Aramides_wolfi","Arremon_aurantiirostris","Arremonops_conirostris","Neochelidon_tibialis","Attila_spadiceus","Attila_torridus","Aulacorhynchus_haematopygus","Automolus_ochrolaemus","Hyloctistes_subulatus","Baryphthengus_martii","Bubulcus_ibis","Buteo_brachyurus","Buteo_nitidus","Cacicus_cela","Cacicus_uropygialis","Campephilus_gayaquilensis","Campephilus_haematogaster","Camptostoma_obsoletum","Campylorhamphus_pusillus","Campylorhamphus_trochilirostris","Campylorhynchus_zonatus","Thryothorus_leucopogon","Thryothorus_nigricapillus","Capito_squamatus","Capsiempis_flaveola","Wilsonia_canadensis","Catharus_ustulatus","Celeus_loricatus","Cephalopterus_penduliger","Pipra_mentalis","Cercomacra_tyrannina","Chaetura_cinereiventris","Chaetura_spinicaudus","Chlorophanes_spiza","Chlorophonia_flavirostris","Chlorospingus_canigularis","Chlorospingus_flavigularis","Chlorospingus_flavovirens","Chlorothraupis_olivacea","Chlorothraupis_stolzmanni","Chondrohierax_uncinatus","Chrysothlypis_salmoni","Strix_nigrolineata","Strix_virgata","Claravis_pretiosa","Automolus_rubiginosus","Cnipodectes_subbrunneus","Coereba_flaveola","Colaptes_rubiginosus","Colonia_colonus","Columbina_buckleyi","Conopias_albovittatus","Contopus_cooperi","Contopus_sordidulus","Contopus_virens","Coragyps_atratus","Cranioleuca_erythrops","Crax_rubra","Crotophaga_ani","Leucopternis_plumbeus","Xenopipo_holochlora","Crypturellus_berlepschi","Crypturellus_soui","Cyanerpes_caeruleus","Cyanocompsa_cyanoides","Cymbilaimus_lineatus","Cyphorhinus_phaeocephalus","Dacnis_berlepschi","Dacnis_cayana","Dacnis_lineata","Dacnis_venusta","Damophila_julie","Dendrocincla_fuliginosa","Dendrocolaptes_sanctithomae","Dives_warszewiczi","Dryocopus_lineatus","Dysithamnus_mentalis","Dysithamnus_puncticeps","Elaenia_flavogaster","Elanoides_forficatus","Electron_platyrhynchum","Empidonax_alnorum","Empidonax_virescens","Epinecrophylla_fulviventris","Eubucco_bourcierii","Terenura_callinota","Euphonia_fulvicrissa","Euphonia_laniirostris","Euphonia_minuta","Euphonia_saturata","Euphonia_xanthogaster","Eutoxeres_aquila","Falco_rufigularis","Florisuga_mellivora","Fluvicola_nengeta","Formicarius_nigricapillus","Forpus_coelestis","Furnarius_leucopus","Galbula_ruficauda","Gallinula_chloropus","Geothlypis_semiflava","Geotrygon_montana","Geotrygon_saphirina","Geranospiza_caerulescens","Glaucidium_peruanum","Glaucis_aeneus","Glyphorynchus_spirurus","Grallaria_guatimalensis","Gymnopithys_leucaspis","Myrmeciza_immaculata","Harpagus_bidentatus","Heliodoxa_jacula","Heliomaster_longirostris","Heliothryx_barroti","Hemithraupis_guira","Henicorhina_leucosticta","Herpetotheres_cachinnans","Heterospingus_xanthopygius","Hylopezus_perspicillatus","Hylophylax_naevioides","Icterus_mesomelas","Ictinia_plumbea","Jacamerops_aureus","Laterallus_albigularis","Legatus_leucophaius","Lepidocolaptes_souleyetii","Lepidothrix_coronata","Leptodon_cayanensis","Leptopogon_superciliaris","Leptotila_pallida","Leptotila_verreauxi","Geotrygon_veraguensis","Leucopternis_semiplumbeus","Lipaugus_unirufus","Lophotriccus_pileatus","Malacoptila_panamensis","Manacus_manacus","Masius_chrysopterus","Megaceryle_torquata","Megarynchus_pitangua","Megascops_guatemalae","Melanerpes_pucherani","Micrastur_plumbeus","Micrastur_ruficollis","Micrastur_semitorquatus","Microbates_cinereiventris","Microcerculus_marginatus","Micromonacha_lanceolata","Microrhopias_quixensis","Mionectes_oleagineus","Mionectes_olivaceus","Mitrephanes_phaeocercus","Mitrospingus_cassinii","Molothrus_bonariensis","Momotus_momota","Leucopternis_princeps","Myiarchus_tuberculifer","Myiobius_atricaudus","Myiobius_sulphureipygius","Myiodynastes_maculatus","Myiopagis_caniceps","Myiopagis_subplacens","Myiopagis_viridicata","Myiophobus_fasciatus","Myiornis_atricapillus","Basileuterus_chrysogaster","Phaeothlypis_fulvicauda","Myiotriccus_ornatus","Myiozetetes_cayanensis","Myiozetetes_granadensis","Myiozetetes_similis","Myrmotherula_axillaris","Myrmotherula_ignota","Myrmotherula_pacifica","Myrmotherula_schisticolor","Neomorphus_radiolosus","Notharchus_hyperrhynchus","Notharchus_pectoralis","Notharchus_tectus","Nyctibius_griseus","Nyctidromus_albicollis","Nyctiphrynus_rosenbergi","Nystalus_radiatus","Odontophorus_erythrops","Odontorchilus_branickii","Ornithion_brunneicapillus","Ortalis_erythroptera","Pachyramphus_albogriseus","Pachyramphus_cinnamomeus","Pachyramphus_homochrous","Pachyramphus_spodiurus","Hylophilus_decurtatus","Panyptila_cayennensis","Passer_domesticus","Patagioenas_cayennensis","Patagioenas_goodsoni","Patagioenas_speciosa","Patagioenas_subvinacea","Penelope_ortoni","Penelope_purpurascens","Phaenostictus_mcleannani","Phaethornis_striigularis","Phaethornis_yaruqui","Phyllomyias_griseiceps","Piaya_cayana","Piculus_litae","Picumnus_olivaceus","Pionus_chalcopterus","Pionus_menstruus","Piranga_rubra","Pittasoma_rufopileatum","Platyrinchus_coronatus","Platyrinchus_mystaceus","Myrmeciza_exsul","Polioptila_plumbea","Polioptila_schistaceigula","Porphyrio_martinica","Premnoplex_brunnescens","Progne_chalybea","Psarocolius_wagleri","Aratinga_erythrogenys","Pteroglossus_torquatus","Pulsatrix_perspicillata","Pygochelidon_cyanoleuca","Pyrilia_pulchra","Pyrocephalus_rubinus","Pyrrhura_melanura","Querula_purpurata","Ramphastos_ambiguus","Ramphastos_brevis","Ramphocaenus_melanurus","Ramphocelus_flammigerus","Rhynchocyclus_pacificus","Rhynchortyx_cinctus","Rhytipterna_holerythra","Rostrhamus_sociabilis","Buteo_magnirostris","Saltator_atripennis","Saltator_grossus","Saltator_maximus","Sapayoa_aenigma","Schiffornis_turdina","Sclerurus_guatemalensis","Sclerurus_mexicanus","Scytalopus_chocoensis","Parula_pitiayumi","Myrmeciza_berlepschi","Myrmeciza_nigricauda","Sirystes_albogriseus","Sittasomus_griseicapillus","Carduelis_xanthogastra","Spizaetus_ornatus","Spizaetus_tyrannus","Oryzoborus_angolensis","Sporophila_corvina","Oryzoborus_crassirostris","Oryzoborus_funereus","Sporophila_nigricollis","Stelgidopteryx_ruficollis","Streptoprocne_zonaris","Synallaxis_brachyura","Tachyphonus_delatrii","Tachyphonus_luctuosus","Tachyphonus_rufus","Tangara_cyanicollis","Tangara_florida","Tangara_gyrola","Tangara_icterocephala","Tangara_johannae","Tangara_larvata","Tangara_lavinia","Tangara_palmeri","Tapera_naevia","Taraba_major","Terenotriccus_erythrurus","Tersina_viridis","Thalurania_colombica","Thamnistes_anabatinus","Thamnophilus_atrinucha","Thraupis_episcopus","Thraupis_palmarum","Threnetes_ruckeri","Tiaris_obscurus","Tiaris_olivaceus","Tinamus_major","Tityra_inquisitor","Tityra_semifasciata","Todirostrum_cinereum","Todirostrum_nigriceps","Tolmomyias_assimilis","Touit_dilectissimus","Troglodytes_aedon","Trogon_caligatus","Trogon_chionurus","Trogon_collaris","Trogon_comptus","Trogon_massena","Trogon_rufus","Hylophilus_ochraceiceps","Turdus_assimilis","Turdus_maculirostris","Turdus_obsoletus","Tyrannulus_elatus","Tyrannus_melancholicus","Tyrannus_niveigularis","Vanellus_chilensis","Veniliornis_callonotus","Veniliornis_kirkii","Vireo_olivaceus","Vireolanius_leucotis","Volatinia_jacarina","Xenerpestes_minlosi","Xenops_minutus","Xenops_rutilans","Xiphorhynchus_erythropygius","Xiphorhynchus_lachrymosus","Zimmerius_albigularis","Zimmerius_chrysops","Zonotrichia_capensis","Color","TD_q0_est_Axis1","TD_q0_est_Axis2","TD_q1_est_Axis1","TD_q1_est_Axis2","TD_q2_est_Axis1","TD_q2_est_Axis2","FD_q0_est_Axis1","FD_q0_est_Axis2","FD_q1_est_Axis1","FD_q1_est_Axis2","FD_q2_est_Axis1","FD_q2_est_Axis2","PD_q0_est_Axis1","PD_q0_est_Axis2","PD_q1_est_Axis1","PD_q1_est_Axis2","PD_q2_est_Axis1","PD_q2_est_Axis2"
"CR07",0.458986899,-79.2087108,168,"C_Reg_II","F_CReg2",5.229147122,0.408393671,218.0198311,0.68485805,0.50244404,0.449163787,0.068113753,0.870659722,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,2,0,0,1,1,0,0,4,0,1,1,0,0,0,6,0,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,1,7,4,0,0,0,4,0,15,0,0,12,0,1,0,0,0,3,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,3,0,0,2,0,0,0,3,0,0,0,0,4,0,1,0,3,0,0,0,0,11,1,0,0,0,0,0,0,0,0,1,1,2,0,6,0,0,"chartreuse3",0.00939573898472085,0.00784184307478519,-0.0013471477296518,0.00284907717446707,-0.0107284048287374,-0.00447576379576169,0.00267735146139048,0.00551118585384129,-0.0539503824903975,0.0252074995823897,-0.0718189466086786,0.0193460283372109,0.0103385875498313,-0.00698693000285998,-0.0978645242536295,0.31905163912369,-0.0786371326654013,0.000624893506901276
"CR08",0.45927,-79.21077,172,"C_Reg_II","F_CReg2",5.216022645,0.421283379,156.337092,0.64722261,0.521028311,0.440412576,0.053177691,0.60094246,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,6,0,0,0,0,4,0,0,0,0,0,0,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,0,0,3,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,1,1,0,0,0,0,2,0,0,0,1,9,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,5,0,4,0,0,0,0,24,0,0,0,1,1,0,0,0,4,0,14,0,2,0,0,0,0,0,2,0,0,0,0,2,3,8,1,0,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,5,0,0,1,0,0,4,0,0,0,2,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,1,6,5,0,0,"chartreuse3",0.131674523255333,0.135024761802624,0.124606079956768,0.115880434945779,0.124099578102127,0.108672070857827,0.0314011000867204,0.0393057729421872,-0.0365860616979476,0.0884515174948563,-0.0617238233880176,0.0769838592761853,0.0816887388212253,0.0894325221195885,-0.16706841580615,0.0975019836946745,-0.0534854815250075,0.0411599594426491
"CR10",0.477182753,-79.19957402,347,"C_Reg_II","F_CReg2",5.247679959,0.402666681,185.6141253,0.741399856,0.464739257,0.440921869,0.06299778,0.545771329,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,1,0,2,11,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,19,0,5,0,0,0,1,0,0,0,0,2,8,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,1,0,3,0,0,0,0,0,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,1,0,0,0,4,0,0,1,3,0,0,5,2,0,2,0,0,6,0,0,0,1,0,0,0,0,2,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,"chartreuse3",0.108474574228817,0.0724738578350714,0.107759846833343,0.0605898495453586,0.102963484106254,0.0582003847973808,0.0195753220198205,0.0149592311106122,-0.0217861000404139,0.0516317382274425,-0.0503850955321923,0.0550815605153377,0.0668805789305984,0.0612558901811774,-0.28111546482493,0.199150108838709,-0.0434428429784286,0.0129197816479375
"CR11",0.477901585,-79.20506568,372,"C_Reg_II","F_CReg2",5.311363512,0.36262013,139.9038484,0.779577346,0.514035329,0.439188949,0.064180594,1.145110987,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,1,0,0,0,0,3,3,16,4,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,5,0,0,"chartreuse3",0.188349900619108,0.0855591973446116,0.199056961784872,0.0530977631610035,0.205419139401342,0.0767721110025481,0.0374541503244938,0.0211018209256838,0.0569487074721848,0.0516197986143364,0.0673033302378587,0.0556542443772143,0.104981584193071,0.0590934336032007,-0.335284295136515,-0.0749350418894475,0.0711580248430282,0.0393869225266117
"CR14",0.498159975,-79.13848336,529,"C_Reg_II","F_CReg2",5.29606556,0.376115361,322.8952596,0.879183815,0.494570865,0.436408959,0.041451273,0.661647445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chartreuse3",0.313486140929058,-0.255612236170794,0.335608385422291,-0.259467342933161,0.364046913173139,-0.262804797923328,0.0922018951500313,-0.0437502589194207,0.415640524531522,-0.0495859121271435,0.529683334582574,-0.0283919182843931,0.25060552685891,-0.153498842263785,0.359475759899579,-0.727185883736853,0.528600389332593,-0.00719752336019671
"CAZ01",0.412866,-79.259515,150,"CA_M","A_Caca",5.221409594,0.417751686,456.9790638,0.810969761,0.456330034,0.459254328,0.063778547,1.811945064,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,4,3,0,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,6,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,"orange",-0.437303104347292,-0.113479162413358,-0.436796894685678,-0.105019353171912,-0.434870460741757,-0.107624344253278,-0.0665588677629468,-0.0467338937610699,-0.0314971575515389,-0.127372028960596,-0.0133427146585937,-0.12483040706154,-0.251292166984524,-0.109832505973792,0.209306722739099,0.034622802958425,-0.00221027288909741,-0.0694896619491815
"CAZ05",0.426547,-79.24618,160,"CA_M","A_Caca",5.214712139,0.417980454,421.2068614,0.815080915,0.505584578,0.464182908,0.044938417,1.020377604,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"orange",-0.364320837200724,-0.311296501071287,-0.397586603074598,-0.299250577692907,-0.443370472117413,-0.269376229468997,-0.0260547399398912,-0.092988982159817,0.154675001831053,-0.208720326962345,0.203521727938276,-0.217422615840549,-0.228323207861285,-0.266429597290761,0.301571267493822,-0.447569585376564,0.239795830769508,-0.184449190758996
"CAZ07",0.399314,-79.25305,170,"CA_M","A_Caca",5.219186448,0.420005003,425.0570854,0.780941918,0.417623598,0.464405529,0.057654137,0.773412698,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,3,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,5,6,2,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,1,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,2,0,7,9,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"orange",-0.431523879293492,-0.134336488066492,-0.432757298194384,-0.122618953270538,-0.423877981805826,-0.125213085980043,-0.0810382292491289,-0.0547979048196512,-0.0411618790141459,-0.157247624157414,-0.0122452734671579,-0.156185327947097,-0.289106024422373,-0.113053302973711,0.278889458326238,-0.0331935982906725,0.0066849010092728,-0.0872828170164288
"CAZ12",0.421661,-79.235676,167,"CA_M","A_Caca",5.2232677,0.419996457,415.2054911,0.798877534,0.430856086,0.474372638,0.048537789,0.983330233,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,1,0,0,15,0,2,0,0,0,0,1,0,0,10,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,8,9,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,14,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,8,0,0,8,0,0,0,0,0,11,0,0,0,0,2,3,0,0,0,0,6,0,0,0,2,0,0,1,0,5,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,6,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,8,12,0,0,0,0,0,0,15,0,0,0,18,1,0,0,0,0,0,0,0,8,0,12,13,1,1,0,0,1,0,9,0,0,0,0,0,0,0,0,"orange",-0.510968088236267,-0.00716056503545888,-0.505483117902681,2.04959384363795e-05,-0.50013419397623,0.00356496961962167,-0.120296044084194,-0.014841059127634,-0.220910496745666,-0.0803060441952957,-0.248492722914005,-0.0795820947861689,-0.345168543192431,-0.0100140372983531,0.538280477893589,0.0112731082335285,-0.242659146935074,-0.0202403087926155
"CAZ14",0.41128,-79.265714,148,"CA_M","A_Caca",5.152284256,0.456807667,433.6275372,0.756431943,0.473238558,0.454130112,0.072700002,1.595079985,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,7,4,11,0,0,4,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,8,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,1,0,3,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,10,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,14,0,0,0,0,0,0,17,0,0,0,8,1,0,0,0,0,0,0,0,5,0,7,19,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,"orange",-0.431970500723688,-0.00230567857170463,-0.432642585445553,-0.00807300972360683,-0.430871757758384,-0.0106748967154719,-0.0972240591720035,-0.0155396373836415,-0.174723206276232,-0.0720325741352559,-0.193753284968422,-0.0719284569349931,-0.293976049400271,-0.016613833958271,0.455017474899856,0.0929501653851239,-0.191240635400271,-0.00984038187908191
