"Matrix","Stress"
"TD_q0",0.239588363202652
"TD_q1",0.16289462112357
"TD_q2",0.140285348860368
"FD_q0",0.199290267911741
"FD_q1",0.114979415031824
"FD_q2",0.114859953960972
"PD_q0",0.244510332908304
"PD_q1",0.0508357455991472
"PD_q2",0.177049084245851
